LTE/5g Category,Time,Packet Loss Rate,Packet delay,IoT,LTE/5G,GBR,Non-GBR,AR/VR/Gaming,Healthcare,Industry 4.0,IoT Devices,Public Safety,Smart City & Home,Smart Transportation,Smartphone,slice Type
18,21,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
13,20,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
5,15,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
8,10,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
12,7,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
19,3,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
11,14,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
12,2,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
7,2,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
11,23,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
2,4,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
6,22,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
22,12,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
18,10,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
18,11,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
13,16,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
16,6,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
7,7,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
7,16,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
13,22,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
11,20,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
8,9,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
17,1,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
1,19,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
3,7,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
20,12,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
16,17,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
4,20,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
19,18,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
22,4,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
14,8,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
1,9,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
2,9,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
4,23,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
22,4,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
19,13,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
5,13,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
12,11,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
1,12,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
13,20,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
3,6,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
10,5,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
5,23,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
5,14,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
19,8,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
4,18,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
6,10,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
15,21,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
7,12,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
5,6,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
11,15,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
4,17,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
6,15,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
7,23,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
7,0,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
1,1,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
14,22,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
11,3,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
12,14,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
14,7,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
18,3,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
2,8,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
8,6,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
6,14,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
5,6,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
9,5,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
8,20,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
10,22,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
14,17,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
18,14,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
19,8,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
3,18,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
8,22,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
17,21,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
13,4,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
20,22,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
6,5,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
15,8,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
10,3,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
3,16,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
10,6,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
20,15,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
14,11,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
8,11,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
2,19,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
1,4,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
11,21,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
8,23,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
18,8,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
10,21,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
19,6,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
10,3,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
12,20,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
13,8,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
8,16,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
8,15,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
16,21,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
9,22,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
12,21,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
1,7,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
15,16,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
11,3,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
11,11,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
15,2,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
7,13,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
9,5,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
14,14,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
9,13,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
1,18,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
8,12,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
8,18,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
17,18,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
22,0,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
20,6,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
1,20,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
15,14,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
1,12,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
12,6,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
18,1,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
7,4,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
8,1,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
13,14,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
8,14,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
11,2,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
19,4,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
11,16,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
7,21,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
5,4,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
10,2,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
13,15,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
11,1,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
20,22,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
8,14,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
13,18,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
17,5,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
17,19,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
6,10,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
12,12,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
2,9,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
17,9,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
14,4,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
15,2,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
11,13,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
19,0,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
9,8,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
17,6,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
20,2,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
18,14,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
1,23,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
15,22,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
7,11,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
20,10,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
4,21,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
14,9,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
21,5,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
7,21,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
22,14,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
17,19,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
21,22,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
10,13,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
8,20,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
16,14,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
10,22,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
8,12,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
10,20,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
9,12,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
2,11,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
16,2,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
17,6,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
5,6,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
10,9,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
18,3,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
10,11,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
1,21,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
15,11,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
7,15,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
5,0,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
16,1,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
17,5,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
6,10,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
22,18,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
14,17,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
1,11,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
2,19,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
8,14,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
8,22,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
3,15,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
10,17,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
13,11,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
17,19,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
10,4,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
11,19,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
11,1,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
20,21,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
16,9,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
8,14,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
20,10,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
18,20,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
13,10,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
19,5,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
22,17,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
6,16,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
7,11,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
2,22,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
19,2,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
17,11,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
3,21,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
13,23,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
10,12,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
21,1,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
19,2,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
15,14,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
2,3,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
8,11,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
1,8,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
13,9,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
19,16,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
10,13,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
10,9,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
13,17,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
6,14,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
1,11,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
4,7,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
22,2,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
14,15,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
5,21,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
5,14,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
13,16,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
2,13,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
4,11,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
12,1,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
2,10,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
18,6,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
10,16,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
20,20,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
20,11,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
2,21,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
15,0,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
9,4,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
18,9,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
7,1,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
4,2,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
15,19,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
2,15,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
9,0,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
11,11,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
18,13,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
9,15,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
17,15,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
5,20,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
1,19,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
22,0,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
15,10,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
6,16,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
11,10,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
13,14,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
21,17,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
20,3,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
4,17,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
9,18,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
1,5,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
1,15,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
7,11,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
16,8,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
6,16,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
15,19,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
11,12,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
9,19,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
5,4,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
7,0,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
15,15,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
14,2,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
7,15,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
4,0,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
7,23,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
5,22,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
4,14,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
18,15,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
6,6,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
7,11,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
1,14,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
5,10,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
14,1,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
4,17,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
11,0,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
5,8,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
4,1,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
21,14,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
8,6,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
16,19,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
9,6,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
14,6,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
6,5,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
3,1,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
12,1,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
7,0,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
17,20,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
11,11,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
15,17,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
15,6,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
5,3,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
16,18,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
6,5,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
1,10,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
15,20,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
17,8,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
18,23,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
18,6,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
9,17,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
19,18,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
11,3,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
5,7,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
5,4,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
18,8,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
13,11,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
14,21,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
4,15,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
9,13,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
20,7,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
15,7,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
9,13,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
9,8,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
9,10,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
8,8,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
8,4,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
6,22,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
1,7,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
8,21,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
16,17,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
20,23,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
13,2,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
10,11,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
6,13,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
2,14,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
18,10,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
2,2,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
4,6,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
5,13,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
22,17,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
1,5,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
14,7,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
11,18,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
4,22,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
18,6,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
8,5,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
4,16,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
8,12,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
17,2,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
13,18,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
21,22,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
18,16,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
17,7,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
2,18,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
15,18,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
15,11,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
18,8,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
3,17,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
2,22,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
12,7,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
16,16,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
9,18,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
9,16,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
9,2,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
9,7,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
17,17,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
8,4,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
5,21,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
19,0,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
15,0,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
22,0,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
11,13,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
